Anno,Codice territoriale,Entita.territoriale,Denominazione territoriale,Sesso,Classi.di.eta,Decessi,Tasso di mortalità (per mille abitanti)
2015,229,Ripartizione,Sud,Maschi,30-34,322,0.7
2015,229,Ripartizione,Sud,Femmine,30-34,113,0.3
2015,229,Ripartizione,Sud,Maschi e femmine,30-34,435,0.5
2015,229,Ripartizione,Sud,Maschi,35-39,406,0.8
2015,229,Ripartizione,Sud,Femmine,35-39,235,0.5
2015,229,Ripartizione,Sud,Maschi e femmine,35-39,641,0.7
2015,229,Ripartizione,Sud,Maschi,40-44,662,1.3
2015,229,Ripartizione,Sud,Femmine,40-44,432,0.8
2015,229,Ripartizione,Sud,Maschi e femmine,40-44,1094,1
2015,229,Ripartizione,Sud,Maschi,45-49,1204,2.3
2015,229,Ripartizione,Sud,Femmine,45-49,699,1.2
2015,229,Ripartizione,Sud,Maschi e femmine,45-49,1903,1.7
2015,229,Ripartizione,Sud,Maschi,50-54,1834,3.6
2015,229,Ripartizione,Sud,Femmine,50-54,1141,2.1
2015,229,Ripartizione,Sud,Maschi e femmine,50-54,2975,2.8
2015,229,Ripartizione,Sud,Maschi,55-59,2597,5.8
2015,229,Ripartizione,Sud,Femmine,55-59,1608,3.3
2015,229,Ripartizione,Sud,Maschi e femmine,55-59,4205,4.5
2015,229,Ripartizione,Sud,Maschi,60-64,3709,9.2
2015,229,Ripartizione,Sud,Femmine,60-64,2102,4.9
2015,229,Ripartizione,Sud,Maschi e femmine,60-64,5811,7
2015,229,Ripartizione,Sud,Maschi,65-69,5809,15
2015,229,Ripartizione,Sud,Femmine,65-69,3332,7.9
2015,229,Ripartizione,Sud,Maschi e femmine,65-69,9141,11.3
2015,229,Ripartizione,Sud,Maschi,70-74,6915,24.8
2015,229,Ripartizione,Sud,Femmine,70-74,4378,13.7
2015,229,Ripartizione,Sud,Maschi e femmine,70-74,11293,18.8
2015,229,Ripartizione,Sud,Maschi,75-79,10185,41.3
2015,229,Ripartizione,Sud,Femmine,75-79,8002,25.5
2015,229,Ripartizione,Sud,Maschi e femmine,75-79,18187,32.4
2015,229,Ripartizione,Sud,Maschi,80-84,13113,75.9
2015,229,Ripartizione,Sud,Femmine,80-84,13323,51.9
2015,229,Ripartizione,Sud,Maschi e femmine,80-84,26436,61.6
2015,229,Ripartizione,Sud,Maschi,85-89,12597,137.5
2015,229,Ripartizione,Sud,Femmine,85-89,17464,103.5
2015,229,Ripartizione,Sud,Maschi e femmine,85-89,30061,115.5
2015,229,Ripartizione,Sud,Maschi,90-94,7150,229.2
2015,229,Ripartizione,Sud,Femmine,90-94,14115,190.6
2015,229,Ripartizione,Sud,Maschi e femmine,90-94,21265,202
2015,229,Ripartizione,Sud,Maschi,95 e più,2037,374
2015,229,Ripartizione,Sud,Femmine,95 e più,5592,332.9
2015,229,Ripartizione,Sud,Maschi e femmine,95 e più,7629,343
2015,229,Ripartizione,Sud,Maschi,Totale,69337,10.1
2015,229,Ripartizione,Sud,Femmine,Totale,72958,10.1
2015,229,Ripartizione,Sud,Maschi e femmine,Totale,142295,10.1
2015,230,Ripartizione,Isole,Maschi,0-4,113,0.8
2015,230,Ripartizione,Isole,Femmine,0-4,128,0.9
2015,230,Ripartizione,Isole,Maschi e femmine,0-4,241,0.8
2015,230,Ripartizione,Isole,Maschi,9-May,11,0.1
2015,230,Ripartizione,Isole,Femmine,9-May,7,0
2015,230,Ripartizione,Isole,Maschi e femmine,9-May,18,0.1
2015,230,Ripartizione,Isole,Maschi,14-Oct,15,0.1
2015,230,Ripartizione,Isole,Femmine,14-Oct,12,0.1
2015,230,Ripartizione,Isole,Maschi e femmine,14-Oct,27,0.1
2015,230,Ripartizione,Isole,Maschi,15-19,71,0.4
2015,230,Ripartizione,Isole,Femmine,15-19,17,0.1
2015,230,Ripartizione,Isole,Maschi e femmine,15-19,88,0.3
2015,230,Ripartizione,Isole,Maschi,20-24,75,0.4
2015,230,Ripartizione,Isole,Femmine,20-24,32,0.2
2015,230,Ripartizione,Isole,Maschi e femmine,20-24,107,0.3
2015,230,Ripartizione,Isole,Maschi,25-29,106,0.5
2015,230,Ripartizione,Isole,Femmine,25-29,40,0.2
2015,230,Ripartizione,Isole,Maschi e femmine,25-29,146,0.4
2015,230,Ripartizione,Isole,Maschi,30-34,113,0.5
2015,230,Ripartizione,Isole,Femmine,30-34,58,0.3
2015,230,Ripartizione,Isole,Maschi e femmine,30-34,171,0.4
2015,230,Ripartizione,Isole,Maschi,35-39,191,0.8
2015,230,Ripartizione,Isole,Femmine,35-39,81,0.4
2015,230,Ripartizione,Isole,Maschi e femmine,35-39,272,0.6
2015,230,Ripartizione,Isole,Maschi,40-44,344,1.4
2015,230,Ripartizione,Isole,Femmine,40-44,190,0.7
2015,230,Ripartizione,Isole,Maschi e femmine,40-44,534,1
2015,230,Ripartizione,Isole,Maschi,45-49,575,2.3
2015,230,Ripartizione,Isole,Femmine,45-49,356,1.3
2015,230,Ripartizione,Isole,Maschi e femmine,45-49,931,1.8
2015,230,Ripartizione,Isole,Maschi,50-54,896,3.6
2015,230,Ripartizione,Isole,Femmine,50-54,537,2.1
2015,230,Ripartizione,Isole,Maschi e femmine,50-54,1433,2.8
2015,230,Ripartizione,Isole,Maschi,55-59,1180,5.4
2015,230,Ripartizione,Isole,Femmine,55-59,781,3.3
2015,230,Ripartizione,Isole,Maschi e femmine,55-59,1961,4.3
2015,230,Ripartizione,Isole,Maschi,60-64,1866,9.4
2015,230,Ripartizione,Isole,Femmine,60-64,1060,4.9
2015,230,Ripartizione,Isole,Maschi e femmine,60-64,2926,7.1
2015,230,Ripartizione,Isole,Maschi,65-69,2868,15.2
2015,230,Ripartizione,Isole,Femmine,65-69,1622,7.9
2015,230,Ripartizione,Isole,Maschi e femmine,65-69,4490,11.4
2015,230,Ripartizione,Isole,Maschi,70-74,3345,23.7
2015,230,Ripartizione,Isole,Femmine,70-74,2276,13.8
2015,230,Ripartizione,Isole,Maschi e femmine,70-74,5621,18.4
2015,230,Ripartizione,Isole,Maschi,75-79,4927,40.4
2015,230,Ripartizione,Isole,Femmine,75-79,3885,24.9
2015,230,Ripartizione,Isole,Maschi e femmine,75-79,8812,31.7
2015,230,Ripartizione,Isole,Maschi,80-84,6359,73.8
2015,230,Ripartizione,Isole,Femmine,80-84,6574,52.1
2015,230,Ripartizione,Isole,Maschi e femmine,80-84,12933,60.9
2015,230,Ripartizione,Isole,Maschi,85-89,6200,134.9
2015,230,Ripartizione,Isole,Femmine,85-89,8477,103.4
2015,230,Ripartizione,Isole,Maschi e femmine,85-89,14677,114.7
2015,230,Ripartizione,Isole,Maschi,90-94,3643,230.6
2015,230,Ripartizione,Isole,Femmine,90-94,6808,189
2015,230,Ripartizione,Isole,Maschi e femmine,90-94,10451,201.7
2015,230,Ripartizione,Isole,Maschi,95 e più,1091,384
2015,230,Ripartizione,Isole,Femmine,95 e più,2715,330.8
2015,230,Ripartizione,Isole,Maschi e femmine,95 e più,3806,344.5
2015,230,Ripartizione,Isole,Maschi,Totale,33989,10.4
2015,230,Ripartizione,Isole,Femmine,Totale,35656,10.3
2015,230,Ripartizione,Isole,Maschi e femmine,Totale,69645,10.3
2015,201,Regione,Piemonte,Maschi,0-4,49,0.5
2015,201,Regione,Piemonte,Femmine,0-4,51,0.6
2015,201,Regione,Piemonte,Maschi e femmine,0-4,100,0.6
2015,201,Regione,Piemonte,Maschi,9-May,5,0
2015,201,Regione,Piemonte,Femmine,9-May,6,0.1
2015,201,Regione,Piemonte,Maschi e femmine,9-May,11,0.1
2015,201,Regione,Piemonte,Maschi,14-Oct,8,0.1
2015,201,Regione,Piemonte,Femmine,14-Oct,2,0
2015,201,Regione,Piemonte,Maschi e femmine,14-Oct,10,0.1
2015,201,Regione,Piemonte,Maschi,15-19,24,0.2
2015,201,Regione,Piemonte,Femmine,15-19,16,0.2
2015,201,Regione,Piemonte,Maschi e femmine,15-19,40,0.2
2015,201,Regione,Piemonte,Maschi,20-24,40,0.4
2015,201,Regione,Piemonte,Femmine,20-24,25,0.3
2015,201,Regione,Piemonte,Maschi e femmine,20-24,65,0.3
2015,201,Regione,Piemonte,Maschi,25-29,49,0.5
2015,201,Regione,Piemonte,Femmine,25-29,29,0.3
2015,201,Regione,Piemonte,Maschi e femmine,25-29,78,0.4
2015,201,Regione,Piemonte,Maschi,30-34,69,0.6
2015,201,Regione,Piemonte,Femmine,30-34,29,0.2
2015,201,Regione,Piemonte,Maschi e femmine,30-34,98,0.4
2015,201,Regione,Piemonte,Maschi,35-39,112,0.8
2015,201,Regione,Piemonte,Femmine,35-39,61,0.4
2015,201,Regione,Piemonte,Maschi e femmine,35-39,173,0.6
2015,201,Regione,Piemonte,Maschi,40-44,195,1.1
2015,201,Regione,Piemonte,Femmine,40-44,110,0.6
2015,201,Regione,Piemonte,Maschi e femmine,40-44,305,0.9
2015,201,Regione,Piemonte,Maschi,45-49,375,2.1
2015,201,Regione,Piemonte,Femmine,45-49,210,1.2
2015,201,Regione,Piemonte,Maschi e femmine,45-49,585,1.6
2015,201,Regione,Piemonte,Maschi,50-54,615,3.6
2015,201,Regione,Piemonte,Femmine,50-54,341,2
2015,201,Regione,Piemonte,Maschi e femmine,50-54,956,2.8
2015,201,Regione,Piemonte,Maschi,55-59,805,5.4
2015,201,Regione,Piemonte,Femmine,55-59,477,3.1
2015,201,Regione,Piemonte,Maschi e femmine,55-59,1282,4.2
2015,201,Regione,Piemonte,Maschi,60-64,1193,8.8
2015,201,Regione,Piemonte,Femmine,60-64,692,4.8
2015,201,Regione,Piemonte,Maschi e femmine,60-64,1885,6.8
2015,201,Regione,Piemonte,Maschi,65-69,1839,13.5
2015,201,Regione,Piemonte,Femmine,65-69,1067,7.2
2015,201,Regione,Piemonte,Maschi e femmine,65-69,2906,10.2
2015,201,Regione,Piemonte,Maschi,70-74,2531,23.1
2015,201,Regione,Piemonte,Femmine,70-74,1546,12.2
2015,201,Regione,Piemonte,Maschi e femmine,70-74,4077,17.3
2015,201,Regione,Piemonte,Maschi,75-79,4092,39.5
2015,201,Regione,Piemonte,Femmine,75-79,2864,22.2
2015,201,Regione,Piemonte,Maschi e femmine,75-79,6956,29.9
2015,201,Regione,Piemonte,Maschi,80-84,5097,74
2015,201,Regione,Piemonte,Femmine,80-84,5014,48.4
2015,201,Regione,Piemonte,Maschi e femmine,80-84,10111,58.7
2015,201,Regione,Piemonte,Maschi,85-89,4872,134.8
2015,201,Regione,Piemonte,Femmine,85-89,6909,96.7
2015,201,Regione,Piemonte,Maschi e femmine,85-89,11781,109.5
2015,201,Regione,Piemonte,Maschi,90-94,2898,247.3
2015,201,Regione,Piemonte,Femmine,90-94,6315,189.8
2015,201,Regione,Piemonte,Maschi e femmine,90-94,9213,204.7
2015,201,Regione,Piemonte,Maschi,95 e più,677,390.5
2015,201,Regione,Piemonte,Femmine,95 e più,2767,359.6
2015,201,Regione,Piemonte,Maschi e femmine,95 e più,3444,365.3
2015,201,Regione,Piemonte,Maschi,Totale,25545,12
2015,201,Regione,Piemonte,Femmine,Totale,28531,12.5
2015,201,Regione,Piemonte,Maschi e femmine,Totale,54076,12.3
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,0-4,6,2.1
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,0-4,4,1.4
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,0-4,10,1.8
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,9-May,0,0
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,9-May,0,0
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,9-May,0,0
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,14-Oct,1,0.3
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,14-Oct,0,0
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,14-Oct,1,0.2
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,15-19,0,0
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,15-19,0,0
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,15-19,0,0
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,20-24,3,1
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,20-24,1,0.4
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,20-24,4,0.7
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,25-29,2,0.6
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,25-29,0,0
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,25-29,2,0.3
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,30-34,1,0.3
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,30-34,0,0
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,30-34,1,0.1
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,35-39,4,1
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,35-39,0,0
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,35-39,4,0.5
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,40-44,4,0.8
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,40-44,5,1
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,40-44,9,0.9
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,45-49,4,0.7
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,45-49,6,1.1
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,45-49,10,0.9
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,50-54,13,2.5
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,50-54,6,1.2
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,50-54,19,1.8
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,55-59,27,6.3
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,55-59,16,3.6
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,55-59,43,4.9
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,60-64,41,10.4
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,60-64,23,5.7
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,60-64,64,8
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,65-69,64,16.9
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,65-69,30,7.6
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,65-69,94,12.1
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,70-74,80,25.3
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,70-74,51,15.1
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,70-74,131,20.1
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,75-79,96,36.5
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,75-79,70,21
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,75-79,166,27.9
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,80-84,141,81.5
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,80-84,137,52.1
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,80-84,278,63.8
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,85-89,120,128.1
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,85-89,190,97.3
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,85-89,310,107.3
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,90-94,72,258.1
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,90-94,192,209
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,90-94,264,220.5
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,95 e più,21,392.5
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,95 e più,74,353.2
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,95 e più,95,361.2
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi,Totale,700,11.2
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Femmine,Totale,805,12.3
2015,202,Regione,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,Totale,1505,11.8
2015,203,Regione,Lombardia,Maschi,0-4,148,0.6
2015,203,Regione,Lombardia,Femmine,0-4,119,0.5
2015,203,Regione,Lombardia,Maschi e femmine,0-4,267,0.6
2015,203,Regione,Lombardia,Maschi,9-May,16,0.1
2015,203,Regione,Lombardia,Femmine,9-May,10,0
2015,203,Regione,Lombardia,Maschi e femmine,9-May,26,0.1
2015,203,Regione,Lombardia,Maschi,14-Oct,26,0.1
2015,203,Regione,Lombardia,Femmine,14-Oct,8,0
2015,203,Regione,Lombardia,Maschi e femmine,14-Oct,34,0.1
2015,203,Regione,Lombardia,Maschi,15-19,66,0.3
2015,203,Regione,Lombardia,Femmine,15-19,26,0.1
2015,203,Regione,Lombardia,Maschi e femmine,15-19,92,0.2
2015,203,Regione,Lombardia,Maschi,20-24,92,0.4
2015,203,Regione,Lombardia,Femmine,20-24,31,0.1
2015,203,Regione,Lombardia,Maschi e femmine,20-24,123,0.3
2015,203,Regione,Lombardia,Maschi,25-29,98,0.4
2015,203,Regione,Lombardia,Femmine,25-29,47,0.2
2015,203,Regione,Lombardia,Maschi e femmine,25-29,145,0.3
2015,203,Regione,Lombardia,Maschi,30-34,156,0.5
2015,203,Regione,Lombardia,Femmine,30-34,56,0.2
2015,203,Regione,Lombardia,Maschi e femmine,30-34,212,0.4
2015,203,Regione,Lombardia,Maschi,35-39,210,0.6
2015,203,Regione,Lombardia,Femmine,35-39,108,0.3
2015,203,Regione,Lombardia,Maschi e femmine,35-39,318,0.5
2015,203,Regione,Lombardia,Maschi,40-44,399,0.9
2015,203,Regione,Lombardia,Femmine,40-44,228,0.6
2015,203,Regione,Lombardia,Maschi e femmine,40-44,627,0.8
2015,203,Regione,Lombardia,Maschi,45-49,741,1.7
2015,203,Regione,Lombardia,Femmine,45-49,443,1.1
2015,203,Regione,Lombardia,Maschi e femmine,45-49,1184,1.4
2015,203,Regione,Lombardia,Maschi,50-54,1143,2.9
2015,203,Regione,Lombardia,Femmine,50-54,693,1.8
2015,203,Regione,Lombardia,Maschi e femmine,50-54,1836,2.4
2015,203,Regione,Lombardia,Maschi,55-59,1561,4.9
2015,203,Regione,Lombardia,Femmine,55-59,923,2.8
2015,203,Regione,Lombardia,Maschi e femmine,55-59,2484,3.8
2015,203,Regione,Lombardia,Maschi,60-64,2283,8.1
2015,203,Regione,Lombardia,Femmine,60-64,1326,4.4
2015,203,Regione,Lombardia,Maschi e femmine,60-64,3609,6.2
2015,203,Regione,Lombardia,Maschi,65-69,3725,13.2
2015,203,Regione,Lombardia,Femmine,65-69,2132,6.9
2015,203,Regione,Lombardia,Maschi e femmine,65-69,5857,9.9
2015,203,Regione,Lombardia,Maschi,70-74,4871,21.7
2015,203,Regione,Lombardia,Femmine,70-74,3080,11.7
2015,203,Regione,Lombardia,Maschi e femmine,70-74,7951,16.3
2015,203,Regione,Lombardia,Maschi,75-79,7458,36.8
2015,203,Regione,Lombardia,Femmine,75-79,5594,21.6
2015,203,Regione,Lombardia,Maschi e femmine,75-79,13052,28.2
2015,203,Regione,Lombardia,Maschi,80-84,8991,69.7
2015,203,Regione,Lombardia,Femmine,80-84,8881,44
2015,203,Regione,Lombardia,Maschi e femmine,80-84,17872,54
2015,203,Regione,Lombardia,Maschi,85-89,8528,132.7
2015,203,Regione,Lombardia,Femmine,85-89,12407,90.7
2015,203,Regione,Lombardia,Maschi e femmine,85-89,20935,104.1
2015,203,Regione,Lombardia,Maschi,90-94,4881,234.5
2015,203,Regione,Lombardia,Femmine,90-94,11649,178.5
2015,203,Regione,Lombardia,Maschi e femmine,90-94,16530,192.1
2015,203,Regione,Lombardia,Maschi,95 e più,1102,373.3
2015,203,Regione,Lombardia,Femmine,95 e più,5214,342.6
2015,203,Regione,Lombardia,Maschi e femmine,95 e più,6316,347.6
2015,203,Regione,Lombardia,Maschi,Totale,46495,9.5
2015,203,Regione,Lombardia,Femmine,Totale,52975,10.3
2015,203,Regione,Lombardia,Maschi e femmine,Totale,99470,9.9
2015,204,Regione,Trentino-Alto Adige,Maschi,0-4,18,0.7
2015,204,Regione,Trentino-Alto Adige,Femmine,0-4,14,0.5
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,0-4,32,0.6
2015,204,Regione,Trentino-Alto Adige,Maschi,9-May,3,0.1
2015,204,Regione,Trentino-Alto Adige,Femmine,9-May,1,0
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,9-May,4,0.1
2015,204,Regione,Trentino-Alto Adige,Maschi,14-Oct,1,0
2015,204,Regione,Trentino-Alto Adige,Femmine,14-Oct,2,0.1
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,14-Oct,3,0.1
2015,204,Regione,Trentino-Alto Adige,Maschi,15-19,6,0.2
2015,204,Regione,Trentino-Alto Adige,Femmine,15-19,6,0.2
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,15-19,12,0.2
2015,204,Regione,Trentino-Alto Adige,Maschi,20-24,17,0.6
2015,204,Regione,Trentino-Alto Adige,Femmine,20-24,5,0.2
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,20-24,22,0.4
2015,204,Regione,Trentino-Alto Adige,Maschi,25-29,18,0.6
2015,204,Regione,Trentino-Alto Adige,Femmine,25-29,7,0.2
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,25-29,25,0.4
2015,204,Regione,Trentino-Alto Adige,Maschi,30-34,18,0.6
2015,204,Regione,Trentino-Alto Adige,Femmine,30-34,6,0.2
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,30-34,24,0.4
2015,204,Regione,Trentino-Alto Adige,Maschi,35-39,20,0.6
2015,204,Regione,Trentino-Alto Adige,Femmine,35-39,13,0.4
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,35-39,33,0.5
2015,204,Regione,Trentino-Alto Adige,Maschi,40-44,45,1.1
2015,204,Regione,Trentino-Alto Adige,Femmine,40-44,26,0.6
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,40-44,71,0.9
2015,204,Regione,Trentino-Alto Adige,Maschi,45-49,66,1.5
2015,204,Regione,Trentino-Alto Adige,Femmine,45-49,41,0.9
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,45-49,107,1.2
2015,204,Regione,Trentino-Alto Adige,Maschi,50-54,109,2.6
2015,204,Regione,Trentino-Alto Adige,Femmine,50-54,70,1.7
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,50-54,179,2.2
2015,204,Regione,Trentino-Alto Adige,Maschi,55-59,161,4.7
2015,204,Regione,Trentino-Alto Adige,Femmine,55-59,74,2.1
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,55-59,235,3.4
2015,204,Regione,Trentino-Alto Adige,Maschi,60-64,250,8.6
2015,204,Regione,Trentino-Alto Adige,Femmine,60-64,124,4.1
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,60-64,374,6.3
2015,204,Regione,Trentino-Alto Adige,Maschi,65-69,374,13.7
2015,204,Regione,Trentino-Alto Adige,Femmine,65-69,181,6.3
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,65-69,555,9.9
2015,204,Regione,Trentino-Alto Adige,Maschi,70-74,453,19.4
2015,204,Regione,Trentino-Alto Adige,Femmine,70-74,278,10.5
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,70-74,731,14.7
2015,204,Regione,Trentino-Alto Adige,Maschi,75-79,622,33.8
2015,204,Regione,Trentino-Alto Adige,Femmine,75-79,446,19.3
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,75-79,1068,25.7
2015,204,Regione,Trentino-Alto Adige,Maschi,80-84,779,62.3
2015,204,Regione,Trentino-Alto Adige,Femmine,80-84,719,38.4
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,80-84,1498,48
2015,204,Regione,Trentino-Alto Adige,Maschi,85-89,829,121
2015,204,Regione,Trentino-Alto Adige,Femmine,85-89,1109,80.8
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,85-89,1938,94.2
2015,204,Regione,Trentino-Alto Adige,Maschi,90-94,541,214
2015,204,Regione,Trentino-Alto Adige,Femmine,90-94,1283,170
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,90-94,1824,181
2015,204,Regione,Trentino-Alto Adige,Maschi,95 e più,137,379
2015,204,Regione,Trentino-Alto Adige,Femmine,95 e più,536,330.3
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,95 e più,673,339.1
2015,204,Regione,Trentino-Alto Adige,Maschi,Totale,4467,8.6
2015,204,Regione,Trentino-Alto Adige,Femmine,Totale,4941,9.2
2015,204,Regione,Trentino-Alto Adige,Maschi e femmine,Totale,9408,8.9
2015,205,Regione,Veneto,Maschi,0-4,64,0.6
2015,205,Regione,Veneto,Femmine,0-4,52,0.5
2015,205,Regione,Veneto,Maschi e femmine,0-4,116,0.5
2015,205,Regione,Veneto,Maschi,9-May,8,0.1
2015,205,Regione,Veneto,Femmine,9-May,6,0.1
2015,205,Regione,Veneto,Maschi e femmine,9-May,14,0.1
2015,205,Regione,Veneto,Maschi,14-Oct,9,0.1
2015,205,Regione,Veneto,Femmine,14-Oct,8,0.1
2015,205,Regione,Veneto,Maschi e femmine,14-Oct,17,0.1
2015,205,Regione,Veneto,Maschi,15-19,34,0.3
2015,205,Regione,Veneto,Femmine,15-19,9,0.1
2015,205,Regione,Veneto,Maschi e femmine,15-19,43,0.2
2015,205,Regione,Veneto,Maschi,20-24,59,0.5
2015,205,Regione,Veneto,Femmine,20-24,14,0.1
2015,205,Regione,Veneto,Maschi e femmine,20-24,73,0.3
2015,205,Regione,Veneto,Maschi,25-29,63,0.5
2015,205,Regione,Veneto,Femmine,25-29,27,0.2
2015,205,Regione,Veneto,Maschi e femmine,25-29,90,0.4
2015,205,Regione,Veneto,Maschi,30-34,76,0.6
2015,205,Regione,Veneto,Femmine,30-34,37,0.3
2015,205,Regione,Veneto,Maschi e femmine,30-34,113,0.4
2015,205,Regione,Veneto,Maschi,35-39,101,0.6
2015,205,Regione,Veneto,Femmine,35-39,74,0.4
2015,205,Regione,Veneto,Maschi e femmine,35-39,175,0.5
2015,205,Regione,Veneto,Maschi,40-44,217,1.1
2015,205,Regione,Veneto,Femmine,40-44,123,0.6
2015,205,Regione,Veneto,Maschi e femmine,40-44,340,0.8
2015,205,Regione,Veneto,Maschi,45-49,362,1.7
2015,205,Regione,Veneto,Femmine,45-49,191,0.9
2015,205,Regione,Veneto,Maschi e femmine,45-49,553,1.3
2015,205,Regione,Veneto,Maschi,50-54,571,2.9
2015,205,Regione,Veneto,Femmine,50-54,356,1.8
2015,205,Regione,Veneto,Maschi e femmine,50-54,927,2.3
2015,205,Regione,Veneto,Maschi,55-59,713,4.3
2015,205,Regione,Veneto,Femmine,55-59,455,2.7
2015,205,Regione,Veneto,Maschi e femmine,55-59,1168,3.5
