Codice,Provincia,Popolazione al 1° Gennaio - Maschi,Popolazione al 1° Gennaio - Femmine,Popolazione al 1° Gennaio - Totale,Nati - Maschi,Nati - Femmine,Nati - Totale,Morti - Maschi,Morti - Femmine,Morti - Totale,Saldo Naturale - Maschi,Saldo Naturale - Femmine,Saldo Naturale - Totale,Iscritti da altri comuni - Maschi,Iscritti da altri comuni - Femmine,Iscritti da altri comuni - Totale,Iscritti dall'estero - Maschi,Iscritti dall'estero - Femmine,Iscritti dall'estero - Totale,Altri iscritti - Maschi,Altri iscritti - Femmine,Altri iscritti - Totale,Cancellati per altri comuni - Maschi,Cancellati per altri comuni - Femmine,Cancellati per altri comuni - Totale,Cancellati per l'estero - Maschi,Cancellati per l'estero - Femmine,Cancellati per l'estero - Totale,Altri cancellati - Maschi,Altri cancellati - Femmine,Altri cancellati - Totale,Saldo Migratorio - Maschi,Saldo Migratorio - Femmine,Saldo Migratorio - Totale,Popolazione Residente in Famiglia - Maschi,Popolazione Residente in Famiglia - Femmine,Popolazione Residente in Famiglia - Totale,Popolazione Residente in Convivenza - Maschi,Popolazione Residente in Convivenza - Femmine,Popolazione Residente in Convivenza - Totale,Unità in più/meno dovute a variazioni territoriali - Maschi,Unità in più/meno dovute a variazioni territoriali - Femmine,Unità in più/meno dovute a variazioni territoriali - Totale,Popolazione al 31 Dicembre - Maschi,Popolazione al 31 Dicembre - Femmine,Popolazione al 31 Dicembre - Totale,Numero di Famiglie,Numero di Convivenze,Numero medio di componenti per famiglia
091,Nuoro,79164,82280,161444,725,626,1351,789,753,1542,-64,-127,-191,963,896,1859,214,322,536,9,11,20,1235,1267,2502,53,56,109,22,15,37,-124,-109,-233,78655,81790,160445,321,254,575,0,0,0,78976,82044,161020,65831,113,2.44
092,Cagliari,273219,286601,559820,2460,2242,4702,2367,2133,4500,93,109,202,6956,6950,13906,754,869,1623,226,91,317,6876,6903,13779,363,268,631,252,126,378,445,613,1058,272913,286031,558944,844,1292,2136,0,0,0,273757,287323,561080,227400,255,2.46
093,Pordenone,153439,158920,312359,1646,1514,3160,1467,1626,3093,179,-112,67,4750,4449,9199,1366,1476,2842,126,74,200,4567,4350,8917,499,429,928,610,342,952,566,878,1444,152849,158314,311163,1335,1372,2707,0,0,0,154184,159686,313870,129623,120,2.4
094,Isernia,43308,45587,88895,346,316,662,475,525,1000,-129,-209,-338,833,857,1690,188,219,407,4,0,4,843,841,1684,54,50,104,39,42,81,89,143,232,43068,45358,88426,200,163,363,0,0,0,43268,45521,88789,35928,47,2.46
095,Oristano,82306,84989,167295,605,533,1138,922,805,1727,-317,-272,-589,1367,1510,2877,166,279,445,17,8,25,1447,1658,3105,88,70,158,28,50,78,-13,19,6,81697,84230,165927,279,506,785,0,0,0,81976,84736,166712,64913,121,2.56
096,Biella,89688,97626,187314,680,717,1397,1154,1290,2444,-474,-573,-1047,2954,3105,6059,385,533,918,38,19,57,2976,3173,6149,148,121,269,112,73,185,141,290,431,88762,96195,184957,593,1148,1741,0,0,0,89355,97343,186698,84109,97,2.2
097,Lecco,164892,170528,335420,1788,1580,3368,1452,1610,3062,336,-30,306,5106,4903,10009,1147,1400,2547,110,53,163,4873,4695,9568,264,229,493,320,152,472,906,1280,2186,165606,170162,335768,528,1616,2144,0,0,0,166134,171778,337912,138986,151,2.42
098,Lodi,110187,113443,223630,1276,1170,2446,1037,1102,2139,239,68,307,3780,3423,7203,1046,960,2006,126,49,175,3441,3178,6619,182,135,317,376,184,560,953,935,1888,111082,113573,224655,297,873,1170,0,0,0,111379,114446,225825,92240,73,2.44
099,Rimini,147256,156000,303256,1506,1481,2987,1398,1373,2771,108,108,216,4151,4211,8362,1265,1935,3200,229,143,372,3564,3579,7143,234,227,461,445,272,717,1402,2211,3613,147906,157273,305179,860,1046,1906,0,0,0,148766,158319,307085,130079,170,2.35
100,Prato,120294,125740,246034,1268,1188,2456,1172,1236,2408,96,-48,48,2810,2746,5556,1115,1430,2545,566,379,945,2675,2628,5303,125,99,224,850,577,1427,841,1251,2092,120882,126280,247162,349,663,1012,0,0,0,121231,126943,248174,98094,128,2.52
101,Crotone,84774,88596,173370,935,822,1757,730,637,1367,205,185,390,1430,1358,2788,403,476,879,19,18,37,1616,1739,3355,92,82,174,68,55,123,76,-24,52,84867,88574,173441,188,183,371,0,0,0,85055,88757,173812,64624,65,2.68
102,Vibo Valentia,82469,84865,167334,746,739,1485,764,804,1568,-18,-65,-83,1323,1304,2627,378,511,889,6,6,12,1690,1700,3390,221,176,397,57,44,101,-261,-99,-360,81961,84391,166352,229,310,539,0,0,0,82190,84701,166891,62673,86,2.65
103,Verb-Cus-Ossola,78695,84080,162775,675,635,1310,913,978,1891,-238,-343,-581,2260,2396,4656,448,614,1062,34,24,58,2143,2311,4454,142,112,254,78,63,141,379,548,927,78556,83678,162234,280,607,887,0,0,0,78836,84285,163121,74146,119,2.19
104,Olbia-Tempio,76861,77458,154319,747,707,1454,632,602,1234,115,105,220,1730,1769,3499,549,657,1206,31,19,50,1430,1497,2927,89,71,160,55,31,86,736,846,1582,77545,78178,155723,167,231,398,0,0,0,77712,78409,156121,68439,64,2.28
105,Ogliastra,28728,29369,58097,253,206,459,304,241,545,-51,-35,-86,426,465,891,64,80,144,3,2,5,458,519,977,38,24,62,5,1,6,-8,3,-5,28566,29295,57861,103,42,145,0,0,0,28669,29337,58006,24191,38,2.39
106,Medio Campidano,51062,51958,103020,383,417,800,586,441,1027,-203,-24,-227,578,594,1172,56,77,133,8,1,9,605,720,1325,61,47,108,11,16,27,-35,-111,-146,50752,51589,102341,72,234,306,0,0,0,50824,51823,102647,39063,48,2.62
107,Carbonia-Iglesias,63957,66598,130555,447,434,881,654,583,1237,-207,-149,-356,960,928,1888,68,145,213,15,2,17,959,1035,1994,61,37,98,21,18,39,2,-15,-13,63608,66305,129913,144,129,273,0,0,0,63752,66434,130186,51783,61,2.51
